cod_municipio_tse;uf;nome_municipio;total_eleitores;f_16;f_17;f_18_20;f_21_24;f_25_34;f_35_44;f_45_59;f_60_69;f_70_79;f_sup_79;gen_feminino;gen_masculino;gen_nao_informado
58637;RJ;NILÓPOLIS;133984;527;1050;7287;10276;26771;26475;34614;16043;7794;3143;73626;60108;250
58653;RJ;NITERÓI;370958;492;1459;17055;26497;70021;70506;99160;52278;24847;8635;206003;164955;0
58670;RJ;NOVA FRIBURGO;151045;392;793;6781;10714;28571;28865;39955;18504;9495;6975;79455;71397;193
58696;RJ;NOVA IGUAÇU;583636;918;3107;32883;53605;122094;115648;144121;60215;29197;21838;310615;271903;1118
58718;RJ;PARACAMBI;33886;145;302;1845;2726;6910;6474;9194;3711;1907;671;17690;16154;42
58734;RJ;PARAÍBA DO SUL;34148;144;328;1794;2541;6481;6466;8953;3911;2083;1447;17823;16295;30
58750;RJ;PARATY;28802;197;278;1672;2451;6017;6198;7202;2799;1241;746;14534;14240;28
58777;RJ;PETRÓPOLIS;244648;337;1092;11233;18497;46148;46427;64049;30157;15899;10806;129931;114390;327
58793;RJ;PIRAÍ;21902;96;196;1176;1723;4420;4368;5711;2570;1158;484;11233;10629;40
58815;RJ;PORCIÚNCULA;14097;76;150;733;1084;2703;2483;3529;1471;902;965;7252;6835;10
58831;RJ;RESENDE;92757;313;652;5019;7413;19666;19115;23140;9891;4704;2844;47622;45088;47
58858;RJ;RIO BONITO;45204;178;358;2203;3519;9029;9251;11468;5017;2563;1618;23240;21894;70
58874;RJ;RIO CLARO;15609;147;216;932;1129;2909;3134;3891;1700;903;648;7649;7956;4
58890;RJ;RIO DAS FLORES;8501;103;139;541;750;1762;1596;2044;848;486;232;4313;4185;3
58912;RJ;SANTA MARIA MADALENA;8838;93;124;466;678;1572;1665;2243;1069;619;309;4295;4536;7
58939;RJ;SANTO ANTÔNIO DE PÁDUA;33145;90;207;1316;2355;6206;6240;8517;3922;2372;1919;16985;16112;48
58955;RJ;SÃO FIDÉLIS;30753;118;248;1314;2235;5615;5565;7875;3664;2361;1758;15709;15004;40
58971;RJ;SÃO GONÇALO;686207;851;2682;33550;54073;133194;136265;179268;80759;39920;25638;367268;317766;1173
58998;RJ;SÃO JOÃO DA BARRA;37631;260;454;2187;3506;8110;7108;9450;3924;2015;616;19500;18073;58
59013;RJ;SÃO JOÃO DE MERITI;368991;744;2120;19562;30432;73767;73203;94334;40952;19018;14852;196125;171859;1007
59030;RJ;SÃO PEDRO DA ALDEIA;62903;273;504;3617;5432;12406;12659;16086;6632;3440;1853;32363;30463;77
59056;RJ;SÃO SEBASTIÃO DO ALTO;7969;84;111;345;566;1441;1481;2110;904;559;368;3951;4010;8
59072;RJ;SAPUCAIA;16856;128;220;861;1279;3379;3222;4329;1877;987;573;8509;8324;23
59099;RJ;SAQUAREMA;63502;187;367;2918;4894;11752;11580;16627;8136;4320;2720;32822;30639;41
59110;RJ;SILVA JARDIM;18773;206;308;1128;1559;3826;3810;4484;1860;888;704;9344;9398;31
59137;RJ;SUMIDOURO;13730;85;113;685;1049;2903;2784;3519;1367;688;537;6747;6971;12
59153;RJ;TERESÓPOLIS;126595;199;621;6169;9909;24737;24794;32921;14572;7622;5049;66862;59583;150
59170;RJ;TRAJANO DE MORAIS;9140;81;113;451;663;1745;1699;2397;1053;636;302;4506;4631;3
59196;RJ;TRÊS RIOS;61840;170;387;3303;4876;12045;11799;16146;7124;3626;2363;32923;28878;39
59218;RJ;VALENÇA;58723;180;347;2986;4230;10851;10253;15103;7040;4160;3573;30703;27933;87
59234;RJ;VASSOURAS;30232;168;266;1637;2355;5958;5665;7692;3449;1854;1188;15852;14348;32
59250;RJ;VOLTA REDONDA;223240;435;1161;11256;16568;43885;41491;59290;28236;12274;8643;118789;104383;68
59277;RJ;ARRAIAL DO CABO;28879;182;320;1547;2204;5624;5522;7918;3332;1660;569;14544;14314;21
59293;RJ;ITALVA;11205;85;126;490;759;2118;1984;2927;1477;922;317;5878;5316;11
59315;RJ;PATY DO ALFERES;22881;138;249;1196;1850;4586;4197;5929;2427;1350;959;11674;11183;24
59331;RJ;SÃO JOSÉ DO VALE DO RIO PRETO;15955;57;110;848;1400;3230;3221;4137;1712;790;450;8060;7875;20
60011;RJ;RIO DE JANEIRO;4898045;5255;18589;226284;354375;913782;917191;1228635;611602;328235;294031;2671694;2220601;5750
